,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAMEID,Date
102,Phoenix Suns,35,88,39.8,8,26,30.8,19,23,82.6,13,24,37,19,9,7,12,16,97,-10,0,52,2011-12-31
103,Oklahoma City Thunder,41,77,53.2,9,22,40.9,16,18,88.9,8,37,45,25,9,6,21,27,107,10,1,52,2011-12-31
104,New York Knicks,40,89,44.9,10,28,35.7,24,27,88.9,17,26,43,26,7,6,12,35,114,22,0,53,2011-12-31
105,Sacramento Kings,30,86,34.9,6,22,27.3,26,41,63.4,22,29,51,15,7,2,12,22,92,-22,1,53,2011-12-31
106,Utah Jazz,33,89,37.1,2,16,12.5,21,25,84.0,14,30,44,11,13,9,7,25,89,-15,0,54,2011-12-31
107,San Antonio Spurs,36,74,48.6,10,16,62.5,22,31,71.0,5,41,46,26,4,5,19,21,104,15,1,54,2011-12-31
108,Philadelphia 76ers,39,79,49.4,11,20,55.0,18,31,58.1,10,38,48,29,12,6,12,17,107,28,0,55,2011-12-31
109,Golden State Warriors,34,89,38.2,4,17,23.5,7,12,58.3,16,32,48,20,7,2,14,22,79,-28,1,55,2011-12-31
110,Boston Celtics,37,74,50.0,5,12,41.7,15,23,65.2,8,33,41,26,7,5,16,20,94,8,0,56,2012-01-01
111,Washington Wizards,32,78,41.0,2,16,12.5,20,23,87.0,10,29,39,15,9,8,14,21,86,-8,1,56,2012-01-01
112,Toronto Raptors,32,70,45.7,5,13,38.5,27,29,93.1,5,28,33,23,4,2,11,27,96,-6,0,57,2012-01-01
113,Orlando Magic,37,75,49.3,12,27,44.4,16,24,66.7,8,25,33,20,4,6,12,22,102,6,1,57,2012-01-01
114,Charlotte Bobcats,35,92,38.0,6,18,33.3,14,21,66.7,11,29,40,20,9,3,16,20,90,-39,0,58,2012-01-01
115,Miami Heat,48,80,60.0,7,11,63.6,26,31,83.9,5,42,47,33,10,3,15,18,129,39,1,58,2012-01-01
116,New Jersey Nets,27,71,38.0,7,22,31.8,21,28,75.0,8,24,32,16,11,6,21,16,82,-16,0,59,2012-01-01
117,Cleveland Cavaliers,38,78,48.7,16,26,61.5,6,11,54.5,10,26,36,24,11,10,20,26,98,16,1,59,2012-01-01
118,Dallas Mavericks,29,77,37.7,7,24,29.2,17,21,81.0,6,29,35,17,11,9,17,22,82,-17,0,60,2012-01-01
119,Minnesota Timberwolves,36,85,42.4,10,22,45.5,17,24,70.8,17,37,54,15,7,3,16,17,99,17,1,60,2012-01-01
120,Memphis Grizzlies,26,84,31.0,1,9,11.1,11,14,78.6,14,26,40,13,10,4,16,18,64,-40,0,61,2012-01-01
121,Chicago Bulls,39,84,46.4,5,13,38.5,21,29,72.4,17,38,55,24,10,12,14,15,104,40,1,61,2012-01-01
122,Los Angeles Lakers,35,88,39.8,4,23,17.4,16,24,66.7,12,32,44,19,8,4,15,28,90,-9,0,62,2012-01-01
123,Denver Nuggets,33,71,46.5,2,18,11.1,31,37,83.8,5,39,44,21,9,2,15,18,99,9,1,62,2012-01-01
124,New Orleans Hornets,36,89,40.4,0,15,0.0,8,16,50.0,22,38,60,24,4,2,19,18,80,-16,0,63,2012-01-01
125,Sacramento Kings,35,85,41.2,8,23,34.8,18,21,85.7,12,29,41,16,12,6,10,15,96,16,1,63,2012-01-01
126,Portland Trail Blazers,33,78,42.3,4,15,26.7,18,22,81.8,13,33,46,20,9,2,21,24,88,-5,0,64,2012-01-01
127,Los Angeles Clippers,36,75,48.0,6,24,25.0,15,24,62.5,8,30,38,25,11,2,21,18,93,5,1,64,2012-01-01
128,Golden State Warriors,36,72,50.0,7,17,41.2,12,20,60.0,7,29,36,27,6,3,17,24,91,-11,0,65,2012-01-02
129,Phoenix Suns,39,87,44.8,8,23,34.8,16,21,76.2,16,33,49,23,6,2,11,18,102,11,1,65,2012-01-02
130,Washington Wizards,35,83,42.2,3,11,27.3,19,23,82.6,13,29,42,14,10,10,11,17,92,-8,0,66,2012-01-02
131,Boston Celtics,38,83,45.8,10,20,50.0,14,21,66.7,12,31,43,28,3,4,15,23,100,8,1,66,2012-01-02
132,Indiana Pacers,41,78,52.6,13,21,61.9,13,18,72.2,14,28,42,26,7,6,15,23,108,14,0,67,2012-01-02
133,New Jersey Nets,33,89,37.1,7,28,25.0,21,26,80.8,20,20,40,15,9,10,10,16,94,-14,1,67,2012-01-02
134,Toronto Raptors,30,68,44.1,7,17,41.2,23,29,79.3,4,40,44,21,5,5,18,30,90,5,0,68,2012-01-02
135,New York Knicks,28,78,35.9,10,35,28.6,19,25,76.0,6,33,39,14,8,3,11,24,85,-5,1,68,2012-01-02
136,Atlanta Hawks,39,82,47.6,9,16,56.3,13,20,65.0,10,30,40,19,10,5,10,21,100,8,0,69,2012-01-02
137,Miami Heat,34,73,46.6,5,13,38.5,19,28,67.9,9,31,40,23,5,3,16,15,92,-8,1,69,2012-01-02
138,Orlando Magic,28,63,44.4,8,22,36.4,14,21,66.7,7,21,28,20,12,3,17,24,78,-11,0,70,2012-01-02
139,Detroit Pistons,31,62,50.0,2,8,25.0,25,33,75.8,11,28,39,19,8,3,17,19,89,11,1,70,2012-01-02
140,San Antonio Spurs,36,82,43.9,7,20,35.0,17,21,81.0,9,21,30,26,9,3,9,15,96,-10,0,71,2012-01-02
141,Minnesota Timberwolves,41,71,57.7,12,21,57.1,12,15,80.0,7,31,38,18,4,7,19,18,106,10,1,71,2012-01-02
142,Oklahoma City Thunder,31,77,40.3,5,19,26.3,20,26,76.9,12,29,41,12,6,5,13,17,87,-13,0,72,2012-01-02
143,Dallas Mavericks,39,80,48.7,5,16,31.3,17,20,85.0,11,30,41,21,8,4,12,23,100,13,1,72,2012-01-02
144,Milwaukee Bucks,37,88,42.0,5,19,26.3,7,11,63.6,9,29,38,19,8,8,14,20,86,-5,0,73,2012-01-02
145,Denver Nuggets,33,83,39.8,4,19,21.1,21,27,77.8,13,36,49,22,7,6,16,15,91,5,1,73,2012-01-02
146,New Orleans Hornets,37,74,50.0,3,10,30.0,13,16,81.3,7,30,37,22,5,4,15,24,90,-4,0,74,2012-01-02
147,Utah Jazz,37,76,48.7,5,15,33.3,15,23,65.2,9,27,36,20,6,6,12,18,94,4,1,74,2012-01-02
148,Charlotte Bobcats,40,90,44.4,4,14,28.6,17,19,89.5,10,36,46,20,2,6,13,22,101,-14,0,75,2012-01-03
149,Cleveland Cavaliers,45,90,50.0,10,21,47.6,15,26,57.7,9,32,41,25,9,8,9,19,115,14,1,75,2012-01-03
150,Atlanta Hawks,28,80,35.0,4,15,26.7,14,25,56.0,10,34,44,19,8,4,12,17,74,-2,0,76,2012-01-03
151,Chicago Bulls,26,77,33.8,4,17,23.5,20,26,76.9,11,36,47,16,7,8,14,21,76,2,1,76,2012-01-03
152,Sacramento Kings,34,83,41.0,9,24,37.5,19,23,82.6,14,27,41,13,11,5,19,18,96,-17,0,77,2012-01-03
153,Memphis Grizzlies,50,91,54.9,2,8,25.0,11,16,68.8,15,34,49,20,14,2,15,17,113,17,1,77,2012-01-03
154,Portland Trail Blazers,34,76,44.7,6,15,40.0,29,36,80.6,11,35,46,20,6,4,9,16,103,10,0,78,2012-01-03
155,Oklahoma City Thunder,36,83,43.4,5,20,25.0,16,21,76.2,10,30,40,22,7,6,10,22,93,-10,1,78,2012-01-03
156,Milwaukee Bucks,29,95,30.5,2,21,9.5,13,16,81.3,23,25,48,16,8,5,14,19,73,-12,0,79,2012-01-03
157,Utah Jazz,32,66,48.5,3,13,23.1,18,28,64.3,10,40,50,24,9,12,24,24,85,12,1,79,2012-01-03
158,Houston Rockets,41,96,42.7,11,31,35.5,6,7,85.7,10,28,38,27,8,0,8,25,99,-9,0,80,2012-01-03
159,Los Angeles Lakers,41,78,52.6,5,14,35.7,21,27,77.8,10,43,53,25,2,4,15,15,108,9,1,80,2012-01-03
160,Cleveland Cavaliers,24,81,29.6,7,23,30.4,22,26,84.6,13,32,45,16,6,6,11,17,77,-15,0,81,2012-01-04
161,Toronto Raptors,36,77,46.8,10,27,37.0,10,13,76.9,7,36,43,23,4,4,11,18,92,15,1,81,2012-01-04
162,Washington Wizards,34,93,36.6,2,12,16.7,15,18,83.3,14,30,44,12,7,8,9,21,85,-18,0,82,2012-01-04
163,Orlando Magic,39,85,45.9,8,19,42.1,17,25,68.0,17,37,54,27,4,3,15,13,103,18,1,82,2012-01-04
164,New Jersey Nets,30,74,40.5,4,20,20.0,6,10,60.0,10,24,34,15,8,1,13,23,70,-19,0,83,2012-01-04
165,Boston Celtics,35,71,49.3,6,16,37.5,13,21,61.9,12,33,45,24,7,4,13,20,89,19,1,83,2012-01-04
166,Charlotte Bobcats,47,85,55.3,7,11,63.6,17,21,81.0,7,30,37,27,9,0,13,16,118,8,0,84,2012-01-04
167,New York Knicks,42,85,49.4,11,29,37.9,15,20,75.0,11,29,40,19,8,5,17,20,110,-8,1,84,2012-01-04
168,Indiana Pacers,24,69,34.8,5,19,26.3,30,39,76.9,9,27,36,12,7,3,23,26,83,-35,0,85,2012-01-04
169,Miami Heat,42,80,52.5,8,21,38.1,26,28,92.9,7,35,42,25,12,1,13,25,118,35,1,85,2012-01-04
170,Chicago Bulls,40,76,52.6,5,12,41.7,14,21,66.7,8,32,40,31,6,5,15,12,99,16,0,86,2012-01-04
171,Detroit Pistons,36,88,40.9,1,6,16.7,10,12,83.3,11,27,38,18,9,1,11,16,83,-16,1,86,2012-01-04
172,Philadelphia 76ers,41,86,47.7,4,16,25.0,15,18,83.3,11,27,38,22,8,7,8,19,101,8,0,87,2012-01-04
173,New Orleans Hornets,35,79,44.3,3,10,30.0,20,25,80.0,12,30,42,21,6,5,13,18,93,-8,1,87,2012-01-04
174,Memphis Grizzlies,33,80,41.2,3,9,33.3,21,25,84.0,14,32,46,16,13,2,10,19,90,4,0,88,2012-01-04
175,Minnesota Timberwolves,33,82,40.2,7,21,33.3,13,24,54.2,17,33,50,15,5,3,17,20,86,-4,1,88,2012-01-04
176,Phoenix Suns,37,82,45.1,5,17,29.4,10,15,66.7,11,31,42,18,6,3,15,21,89,-9,0,89,2012-01-04
177,Dallas Mavericks,38,91,41.8,8,22,36.4,14,21,66.7,19,34,53,30,10,2,13,19,98,9,1,89,2012-01-04
178,Golden State Warriors,37,80,46.3,9,20,45.0,12,19,63.2,5,32,37,18,9,6,10,20,95,-6,0,90,2012-01-04
179,San Antonio Spurs,37,78,47.4,10,17,58.8,17,24,70.8,9,36,45,23,4,7,13,14,101,6,1,90,2012-01-04
180,Sacramento Kings,30,93,32.3,2,21,9.5,21,24,87.5,15,21,36,12,16,7,16,17,83,-27,0,91,2012-01-04
181,Denver Nuggets,46,76,60.5,3,9,33.3,15,22,68.2,7,43,50,31,14,11,27,22,110,27,1,91,2012-01-04
182,Houston Rockets,35,76,46.1,7,16,43.8,12,17,70.6,6,27,33,15,3,0,19,23,89,-28,0,92,2012-01-04
183,Los Angeles Clippers,47,82,57.3,6,16,37.5,17,24,70.8,5,28,33,30,12,3,7,17,117,28,1,92,2012-01-04
184,Miami Heat,45,102,44.1,8,28,28.6,18,23,78.3,14,42,56,25,6,6,21,35,116,7,0,93,2012-01-05
185,Atlanta Hawks,36,94,38.3,6,22,27.3,31,46,67.4,15,36,51,22,10,5,17,24,109,-7,1,93,2012-01-05
186,Dallas Mavericks,27,77,35.1,1,19,5.3,16,21,76.2,11,41,52,11,5,8,15,13,71,-22,0,94,2012-01-05
187,San Antonio Spurs,34,86,39.5,16,33,48.5,9,16,56.3,9,33,42,22,9,1,8,17,93,22,1,94,2012-01-05
188,Milwaukee Bucks,39,76,51.3,9,19,47.4,13,21,61.9,7,24,31,26,12,2,20,27,100,-3,0,95,2012-01-05
189,Sacramento Kings,37,91,40.7,4,21,19.0,25,30,83.3,23,32,55,16,10,4,19,18,103,3,1,95,2012-01-05
190,Los Angeles Lakers,37,79,46.8,0,11,0.0,22,27,81.5,13,34,47,15,2,6,13,20,96,-11,0,96,2012-01-05
191,Portland Trail Blazers,41,89,46.1,5,12,41.7,20,26,76.9,10,29,39,20,5,7,4,20,107,11,1,96,2012-01-05
192,New Jersey Nets,31,80,38.8,15,31,48.4,20,27,74.1,13,31,44,21,6,0,10,19,97,12,0,97,2012-01-06
193,Toronto Raptors,33,73,45.2,6,17,35.3,13,19,68.4,9,30,39,19,7,10,13,26,85,-12,1,97,2012-01-06
194,Detroit Pistons,31,86,36.0,0,10,0.0,11,14,78.6,14,28,42,18,9,3,14,17,73,-23,0,98,2012-01-06
195,Philadelphia 76ers,39,85,45.9,5,18,27.8,13,16,81.3,13,36,49,23,9,8,12,12,96,23,1,98,2012-01-06
196,New York Knicks,39,89,43.8,6,18,33.3,15,21,71.4,15,34,49,22,14,3,19,18,99,3,0,99,2012-01-06
197,Washington Wizards,41,85,48.2,6,14,42.9,8,13,61.5,10,34,44,18,11,12,23,26,96,-3,1,99,2012-01-06
198,Atlanta Hawks,42,95,44.2,7,20,35.0,11,16,68.8,16,30,46,29,8,4,14,18,102,6,0,100,2012-01-06
199,Charlotte Bobcats,40,87,46.0,7,18,38.9,9,13,69.2,13,30,43,23,5,9,14,20,96,-6,1,100,2012-01-06
200,Indiana Pacers,32,80,40.0,8,14,57.1,15,18,83.3,15,33,48,17,8,1,11,23,87,13,0,101,2012-01-06
201,Boston Celtics,26,66,39.4,5,14,35.7,17,24,70.8,7,29,36,16,4,8,12,15,74,-13,1,101,2012-01-06
202,Chicago Bulls,38,86,44.2,8,14,57.1,13,17,76.5,14,32,46,27,10,4,12,18,97,14,0,102,2012-01-06
203,Orlando Magic,30,75,40.0,7,20,35.0,16,21,76.2,9,28,37,15,5,3,17,16,83,-14,1,102,2012-01-06
204,Denver Nuggets,37,79,46.8,5,21,23.8,17,22,77.3,8,29,37,24,8,6,12,13,96,8,0,103,2012-01-06
205,New Orleans Hornets,36,77,46.8,8,17,47.1,8,10,80.0,8,28,36,19,7,9,17,23,88,-8,1,103,2012-01-06
206,Houston Rockets,36,78,46.2,3,13,23.1,19,27,70.4,11,29,40,19,6,6,12,22,94,-15,0,104,2012-01-06
207,Oklahoma City Thunder,42,80,52.5,6,14,42.9,19,25,76.0,8,31,39,20,7,4,11,18,109,15,1,104,2012-01-06
208,Cleveland Cavaliers,37,80,46.3,8,17,47.1,16,22,72.7,11,34,45,20,11,7,14,25,98,11,0,105,2012-01-06
209,Minnesota Timberwolves,31,79,39.2,4,20,20.0,21,31,67.7,12,31,43,15,8,4,16,19,87,-11,1,105,2012-01-06
210,Memphis Grizzlies,33,80,41.2,4,17,23.5,15,21,71.4,12,29,41,16,9,10,19,25,85,-9,0,106,2012-01-06
211,Utah Jazz,36,71,50.7,2,8,25.0,20,30,66.7,8,30,38,17,10,10,14,19,94,9,1,106,2012-01-06
212,Portland Trail Blazers,25,77,32.5,2,19,10.5,25,35,71.4,12,26,38,16,7,6,17,22,77,-25,0,107,2012-01-06
213,Phoenix Suns,37,79,46.8,7,20,35.0,21,25,84.0,12,35,47,20,9,7,14,28,102,25,1,107,2012-01-06
214,Golden State Warriors,38,77,49.4,4,14,28.6,10,19,52.6,10,24,34,19,9,1,18,28,90,-7,0,108,2012-01-06
215,Los Angeles Lakers,37,77,48.1,3,11,27.3,20,29,69.0,15,32,47,27,7,4,19,18,97,7,1,108,2012-01-06
216,Chicago Bulls,36,82,43.9,6,14,42.9,16,20,80.0,17,26,43,21,8,5,19,9,94,-15,0,109,2012-01-07
217,Atlanta Hawks,47,83,56.6,9,12,75.0,6,6,100,4,27,31,32,16,8,13,16,109,15,1,109,2012-01-07
218,Charlotte Bobcats,29,89,32.6,5,16,31.3,14,21,66.7,22,26,48,12,4,7,13,21,77,-22,0,110,2012-01-07
219,Indiana Pacers,39,77,50.6,2,9,22.2,19,26,73.1,13,32,45,15,6,6,11,20,99,22,1,110,2012-01-07
220,Miami Heat,38,76,50.0,5,15,33.3,20,24,83.3,10,35,45,27,12,8,22,27,101,11,0,111,2012-01-07
221,New Jersey Nets,28,83,33.7,10,33,30.3,24,32,75.0,18,25,43,24,14,3,21,21,90,-11,1,111,2012-01-07
222,New York Knicks,39,83,47.0,8,28,28.6,17,20,85.0,12,36,48,26,12,5,11,20,103,23,0,112,2012-01-07
223,Detroit Pistons,29,78,37.2,9,26,34.6,13,22,59.1,15,26,41,17,8,5,20,21,80,-23,1,112,2012-01-07
224,Toronto Raptors,27,85,31.8,1,12,8.3,7,12,58.3,15,33,48,15,4,5,17,20,62,-35,0,113,2012-01-07
225,Philadelphia 76ers,36,83,43.4,5,21,23.8,20,27,74.1,11,40,51,20,13,8,8,10,97,35,1,113,2012-01-07
226,Oklahoma City Thunder,36,85,42.4,7,21,33.3,19,22,86.4,18,26,44,18,3,3,16,16,98,3,0,114,2012-01-07
227,Houston Rockets,38,87,43.7,5,14,35.7,14,15,93.3,14,27,41,23,7,5,11,21,95,-3,1,114,2012-01-07
228,Denver Nuggets,46,81,56.8,8,16,50.0,17,26,65.4,10,23,33,25,9,4,14,17,117,-4,0,115,2012-01-07
229,San Antonio Spurs,49,89,55.1,9,20,45.0,14,18,77.8,15,23,38,27,6,5,15,19,121,4,1,115,2012-01-07
230,New Orleans Hornets,26,64,40.6,6,11,54.5,23,28,82.1,6,33,39,17,11,0,20,19,81,-15,0,116,2012-01-07
231,Dallas Mavericks,32,74,43.2,8,19,42.1,24,29,82.8,6,29,35,22,12,2,14,21,96,15,1,116,2012-01-07
232,Milwaukee Bucks,29,80,36.2,6,20,30.0,22,27,81.5,13,29,42,18,7,2,14,31,86,-6,0,117,2012-01-07
233,Los Angeles Clippers,31,69,44.9,4,19,21.1,26,40,65.0,8,29,37,17,10,9,13,23,92,6,1,117,2012-01-07
234,Utah Jazz,32,81,39.5,4,16,25.0,20,28,71.4,15,28,43,25,9,5,9,22,88,1,0,118,2012-01-07
235,Golden State Warriors,29,70,41.4,7,19,36.8,22,24,91.7,10,32,42,19,3,3,17,23,87,-1,1,118,2012-01-07
236,Minnesota Timberwolves,36,80,45.0,10,26,38.5,11,15,73.3,10,34,44,22,8,7,16,18,93,21,0,119,2012-01-08
237,Washington Wizards,30,87,34.5,3,10,30.0,9,16,56.3,16,29,45,15,9,10,15,17,72,-21,1,119,2012-01-08
238,Orlando Magic,37,87,42.5,10,32,31.3,20,31,64.5,17,26,43,24,10,1,10,20,104,7,0,120,2012-01-08
239,Sacramento Kings,38,73,52.1,3,20,15.0,18,24,75.0,10,35,45,16,4,5,17,24,97,-7,1,120,2012-01-08
240,San Antonio Spurs,35,84,41.7,7,12,58.3,19,25,76.0,10,32,42,20,9,2,11,22,96,-12,0,121,2012-01-08
241,Oklahoma City Thunder,38,75,50.7,7,19,36.8,25,29,86.2,7,41,48,25,10,8,14,19,108,12,1,121,2012-01-08
242,Milwaukee Bucks,37,86,43.0,3,15,20.0,16,24,66.7,15,25,40,23,9,1,13,13,93,-16,0,122,2012-01-08
243,Phoenix Suns,43,77,55.8,10,22,45.5,13,17,76.5,7,31,38,30,10,5,14,20,109,16,1,122,2012-01-08
244,Cleveland Cavaliers,29,79,36.7,3,24,12.5,17,24,70.8,10,36,46,17,8,5,24,20,78,-20,0,123,2012-01-08
245,Portland Trail Blazers,38,92,41.3,6,23,26.1,16,18,88.9,9,33,42,27,14,6,14,20,98,20,1,123,2012-01-08
246,Memphis Grizzlies,38,93,40.9,1,9,11.1,5,10,50.0,9,25,34,23,18,4,9,18,82,-8,0,124,2012-01-08
247,Los Angeles Lakers,35,74,47.3,6,19,31.6,14,21,66.7,13,40,53,24,6,5,27,11,90,8,1,124,2012-01-08
248,Minnesota Timberwolves,27,80,33.8,7,24,29.2,26,33,78.8,15,24,39,14,8,4,15,26,87,-10,0,125,2012-01-09
249,Toronto Raptors,34,77,44.2,3,19,15.8,26,28,92.9,14,30,44,16,7,9,13,28,97,10,1,125,2012-01-09
250,Indiana Pacers,30,82,36.6,4,13,30.8,22,30,73.3,13,30,43,18,11,2,16,21,86,-10,0,126,2012-01-09
251,Philadelphia 76ers,38,76,50.0,6,17,35.3,14,19,73.7,9,39,48,19,7,5,18,24,96,10,1,126,2012-01-09
252,Atlanta Hawks,42,78,53.8,9,21,42.9,13,19,68.4,9,24,33,26,8,2,10,17,106,5,0,127,2012-01-09
253,New Jersey Nets,36,77,46.8,11,22,50.0,18,21,85.7,10,30,40,24,5,3,16,20,101,-5,1,127,2012-01-09
254,Charlotte Bobcats,34,82,41.5,7,19,36.8,12,15,80.0,10,39,49,21,4,3,17,24,87,-4,0,128,2012-01-09
255,New York Knicks,30,79,38.0,1,10,10.0,30,40,75.0,14,36,50,16,11,4,12,22,91,4,1,128,2012-01-09
256,Detroit Pistons,28,71,39.4,1,4,25.0,11,14,78.6,10,27,37,14,2,5,18,21,68,-24,0,129,2012-01-09
257,Chicago Bulls,34,74,45.9,3,16,18.8,21,25,84.0,12,29,41,19,5,6,10,15,92,24,1,129,2012-01-09
258,New Orleans Hornets,39,75,52.0,6,10,60.0,10,14,71.4,9,31,40,26,8,5,16,23,94,13,0,130,2012-01-09
259,Denver Nuggets,29,71,40.8,8,23,34.8,15,21,71.4,8,27,35,19,4,5,17,19,81,-13,1,130,2012-01-09
260,Sacramento Kings,34,86,39.5,4,19,21.1,13,21,61.9,13,30,43,16,7,4,15,13,85,-27,0,131,2012-01-10
261,Philadelphia 76ers,47,83,56.6,5,13,38.5,13,19,68.4,4,42,46,30,9,7,10,15,112,27,1,131,2012-01-10
262,Toronto Raptors,30,76,39.5,4,20,20.0,14,17,82.4,14,30,44,21,7,5,22,17,78,-15,0,132,2012-01-10
263,Washington Wizards,40,82,48.8,4,13,30.8,9,17,52.9,9,30,39,20,12,8,13,20,93,15,1,132,2012-01-10
264,Houston Rockets,32,83,38.6,6,17,35.3,12,16,75.0,14,43,57,18,4,9,22,17,82,12,0,133,2012-01-10
265,Charlotte Bobcats,30,88,34.1,1,13,7.7,9,11,81.8,12,32,44,16,6,7,14,19,70,-12,1,133,2012-01-10
266,Dallas Mavericks,38,69,55.1,4,15,26.7,20,27,74.1,5,31,36,28,13,4,14,23,100,14,0,134,2012-01-10
267,Detroit Pistons,30,69,43.5,6,13,46.2,20,25,80.0,5,24,29,17,7,2,20,18,86,-14,1,134,2012-01-10
268,San Antonio Spurs,45,75,60.0,4,14,28.6,9,16,56.3,5,30,35,29,6,6,16,16,103,-3,0,135,2012-01-10
269,Milwaukee Bucks,44,85,51.8,9,14,64.3,9,10,90.0,7,23,30,31,7,4,11,15,106,3,1,135,2012-01-10
270,Oklahoma City Thunder,34,74,45.9,6,15,40.0,26,32,81.3,14,37,51,14,4,6,14,23,100,5,0,136,2012-01-10
271,Memphis Grizzlies,39,85,45.9,5,12,41.7,12,20,60.0,10,29,39,16,6,6,9,21,95,-5,1,136,2012-01-10
272,Chicago Bulls,43,81,53.1,11,20,55.0,14,21,66.7,10,37,47,24,4,9,18,23,111,11,0,137,2012-01-10
273,Minnesota Timberwolves,33,78,42.3,8,22,36.4,26,32,81.3,7,23,30,18,10,4,11,17,100,-11,1,137,2012-01-10
274,Cleveland Cavaliers,35,78,44.9,4,20,20.0,31,43,72.1,18,24,42,13,8,5,13,27,105,-8,0,138,2012-01-10
275,Utah Jazz,45,76,59.2,3,10,30.0,20,29,69.0,9,28,37,24,2,7,14,30,113,8,1,138,2012-01-10
276,Los Angeles Clippers,37,83,44.6,6,23,26.1,17,24,70.8,13,26,39,18,5,4,14,27,97,-8,0,139,2012-01-10
277,Portland Trail Blazers,37,72,51.4,5,14,35.7,26,32,81.3,7,27,34,21,8,2,11,24,105,8,1,139,2012-01-10
278,Phoenix Suns,34,80,42.5,7,20,35.0,8,12,66.7,9,26,35,18,9,1,11,16,83,-16,0,140,2012-01-10
279,Los Angeles Lakers,39,80,48.7,2,17,11.8,19,23,82.6,14,35,49,27,5,2,14,18,99,16,1,140,2012-01-10
280,Miami Heat,39,85,45.9,2,11,18.2,26,40,65.0,14,34,48,16,14,5,22,23,106,-5,0,141,2012-01-10
281,Golden State Warriors,38,95,40.0,9,27,33.3,26,30,86.7,18,34,52,23,14,9,20,26,111,5,1,141,2012-01-10
282,Sacramento Kings,30,81,37.0,7,24,29.2,31,34,91.2,14,34,48,13,8,3,16,15,98,7,0,142,2012-01-11
283,Toronto Raptors,34,80,42.5,6,20,30.0,17,21,81.0,9,35,44,20,7,4,14,28,91,-7,1,142,2012-01-11
284,Atlanta Hawks,30,80,37.5,5,13,38.5,19,27,70.4,10,35,45,14,9,3,18,16,84,-12,0,143,2012-01-11
285,Indiana Pacers,39,85,45.9,6,14,42.9,12,16,75.0,9,34,43,25,13,10,16,21,96,12,1,143,2012-01-11
286,Philadelphia 76ers,32,81,39.5,3,15,20.0,12,18,66.7,9,28,37,10,10,4,14,19,79,-6,0,144,2012-01-11
287,New York Knicks,32,77,41.6,6,22,27.3,15,19,78.9,9,37,46,13,9,3,21,20,85,6,1,144,2012-01-11
288,Dallas Mavericks,35,79,44.3,6,16,37.5,14,25,56.0,12,31,43,18,11,3,14,21,90,5,0,145,2012-01-11
289,Boston Celtics,29,64,45.3,4,11,36.4,23,32,71.9,2,33,35,19,9,4,15,17,85,-5,1,145,2012-01-11
290,Washington Wizards,26,84,31.0,3,9,33.3,9,12,75.0,14,32,46,12,5,12,14,15,64,-14,0,146,2012-01-11
291,Chicago Bulls,33,90,36.7,3,12,25.0,9,16,56.3,23,39,62,17,6,10,15,14,78,14,1,146,2012-01-11
292,Oklahoma City Thunder,35,73,47.9,7,20,35.0,18,26,69.2,7,29,36,19,6,10,11,18,95,10,0,147,2012-01-11
293,New Orleans Hornets,36,80,45.0,1,16,6.3,12,17,70.6,14,28,42,20,4,5,13,17,85,-10,1,147,2012-01-11
294,Houston Rockets,41,96,42.7,3,21,14.3,10,12,83.3,15,33,48,19,8,4,11,24,95,-6,0,148,2012-01-11
295,San Antonio Spurs,42,92,45.7,5,16,31.3,12,17,70.6,13,29,42,23,8,9,11,12,101,6,1,148,2012-01-11
296,New Jersey Nets,43,83,51.8,20,35,57.1,9,12,75.0,9,20,29,31,6,7,17,21,115,-8,0,149,2012-01-11
297,Denver Nuggets,44,74,59.5,11,18,61.1,24,30,80.0,7,30,37,37,13,7,19,16,123,8,1,149,2012-01-11
298,Los Angeles Lakers,35,82,42.7,4,9,44.4,16,19,84.2,8,38,46,17,5,6,17,18,90,3,0,150,2012-01-11
299,Utah Jazz,36,93,38.7,4,14,28.6,11,16,68.8,10,36,46,22,7,4,11,22,87,-3,1,150,2012-01-11
300,Orlando Magic,41,70,58.6,16,27,59.3,9,19,47.4,6,36,42,25,2,1,18,15,107,3,0,151,2012-01-11
301,Portland Trail Blazers,41,86,47.7,10,25,40.0,12,13,92.3,7,25,32,23,7,0,7,16,104,-3,1,151,2012-01-11
302,Miami Heat,32,81,39.5,5,16,31.3,20,34,58.8,13,37,50,18,9,6,18,22,89,-6,0,152,2012-01-11
303,Los Angeles Clippers,36,86,41.9,6,17,35.3,17,23,73.9,10,35,45,22,7,8,15,22,95,6,1,152,2012-01-11
304,Charlotte Bobcats,33,78,42.3,1,8,12.5,14,16,87.5,4,26,30,21,3,6,12,19,81,-30,0,153,2012-01-12
305,Atlanta Hawks,42,90,46.7,6,19,31.6,21,28,75.0,20,35,55,29,8,4,9,16,111,30,1,153,2012-01-12
306,Detroit Pistons,33,74,44.6,3,5,60.0,24,24,100,10,25,35,18,6,3,16,21,93,-9,0,154,2012-01-12
307,Milwaukee Bucks,37,78,47.4,11,22,50.0,17,17,100,13,22,35,25,9,7,14,20,102,9,1,154,2012-01-12
308,New York Knicks,31,83,37.3,11,26,42.3,10,11,90.9,8,33,41,19,8,3,18,23,83,-11,0,155,2012-01-12
